"","newc","id","Site","Jan.01","Feb.01","Mar.01","Apr.01","May.01","Jun.01","Jul.01","Aug.01","Sep.01","Oct.01","Nov.01","Dec.01","Jan.02","Feb.02","Mar.02","Apr.02","May.02","Jun.02","Jul.02","Aug.02","Sep.02","Oct.02","Nov.02","Dec.02"
"431","C1","A 4","NE-49200051 ",5.305,2.549,2.41,2.501,2.004,2.138,1.979,1.894,2.038,2.222,3.623,3.464,0.5841,3.454,3.723,2.921,2.595,2.273,2.644,2.547,2.405,1.598,2.862,4.521
"432","C1","A 2","NE-49300101 ",5.464,4.245,3.338,2.673,2.296,2.118,2.106,2.235,2.45,2.61,2.749,2.754,0.2596,1.802,2.655,3.342,3.757,3.819,3.666,3.369,3.177,3.014,2.973,3.203
"433","C5","A 3","NE-49300114 ",5.24,3.935,3.166,2.526,2.071,1.9,2.005,2.236,2.524,3.908,3.013,2.512,4.179,4.624,3.584,3.425,3.524,2.723,1.739,1.446,1.64,2.779,2.494,2.879
"434","C5","A 3","NE-49300134 ",5.448,4.249,3.394,2.736,2.339,2.139,2.099,2.219,2.404,2.563,2.715,2.732,5.448,4.241,3.378,2.732,2.339,2.127,2.093,2.201,2.406,2.55,2.724,2.796
"435","C3","A 4","NE-49300137 ",0.4272,1.581,2.42,3.049,3.451,3.698,3.755,3.684,3.521,3.302,3.121,3.029,5.483,4.109,3.173,2.626,2.297,1.965,2.029,2.329,2.533,2.508,2.773,3.211
"436","C1","A 2","NE-49300191 ",5.522,3.918,2.792,2.152,1.847,2.074,2.31,2.471,2.673,2.949,3.141,3.188,0.2362,1.81,2.834,3.467,3.762,3.785,3.631,3.372,3.166,3.088,2.938,2.947
"437","C5","A 3","NE-49300195 ",5.67,3.519,2.901,2.455,2.116,1.858,2.13,2.763,3.443,2.561,2.727,2.891,5.554,3.973,3.304,2.695,2.127,1.968,2.124,2.371,2.677,2.458,2.816,2.97
"438","C2","A 3","NE-49300217 ",0.06634,1.482,2.43,3.104,3.446,3.538,3.476,3.3,3.038,2.82,2.711,2.716,0.01107,1.712,2.493,3.062,3.49,3.605,3.546,3.3,2.973,2.764,2.63,2.543
"439","C5","A 3","NE-49300441 ",5.53,4.112,3.433,2.791,2.276,2.102,2.245,2.256,2.467,2.621,2.522,2.681,5.367,4.289,3.409,2.814,2.452,2.129,1.982,2.139,2.327,2.501,2.793,2.833
"440","C2","A 1","NE-49300662 ",0.3152,1.741,2.691,3.273,3.534,3.711,3.763,3.698,3.454,3.119,2.869,2.869,0.274,1.738,2.816,3.393,3.693,3.717,3.664,3.562,3.308,2.991,2.865,3.012
"441","C1","A 2","NE-49300669 ",5.607,3.858,2.752,1.958,1.987,2.176,2.439,3.094,3.173,2.707,2.656,2.629,0.4313,1.652,3.066,3.913,3.888,3.666,3.448,2.961,3.066,2.635,2.835,3.473
"442","C4","A 1","NE-49300690 ",2.363,2.365,2.366,2.299,2.229,2.136,2.043,1.919,1.877,1.778,1.679,5.459,3.603,3.942,3.544,2.877,2.633,2.475,2.066,1.476,1.031,1.044,1.448,2.376
"443","C2","A 2","NE-49300741 ",0.9064,1.559,1.918,3.042,3.844,3.057,1.75,1.653,1.53,2.193,4.064,2.997,1.474,1.731,3.763,3.404,3.543,3.441,3.197,1.262,1.663,1.174,1.807,2.054
"444","C2","A 1","NE-49300799 ",0.3777,1.649,2.54,3.116,3.612,3.787,3.716,3.576,3.43,3.335,3.017,2.88,0.3998,1.681,2.983,3.742,4.051,3.699,3.415,3.213,2.917,2.687,2.926,3.323
"445","C1","A 2","NE-49301060 ",5.577,4.183,3.062,2.432,2.159,2.206,2.162,2.444,2.764,2.706,2.687,2.654,0.3327,1.856,3.067,3.794,3.987,3.711,3.548,3.283,3.011,2.978,2.637,2.834
"446","C5","A 3","NE-49301061 ",5.589,4.113,3.107,2.443,2.148,2.124,2.194,2.402,2.633,2.703,2.798,2.783,5.588,4.079,3.113,2.452,2.124,2.07,2.18,2.418,2.665,2.724,2.801,2.821
"447","C3","A 4","NE-49301133 ",0.317,1.79,2.812,3.323,3.589,3.846,3.739,3.636,3.41,3.009,2.766,2.799,5.565,3.98,3.352,2.76,2.409,2.183,1.976,2.207,2.485,2.43,2.74,2.949
"448","C3","A 4","NE-49301141 ",1.639,3.137,5.723,2.937,2.109,2.947,2.956,2.942,2.905,2.872,2.838,2.032,5.609,4.128,3.139,2.575,2.347,2.111,2.211,2.332,2.585,2.683,2.711,2.606
"449","C1","A 2","NE-49301299 ",2.996,2.239,2.083,2.279,2.502,2.579,2.521,2.489,2.707,2.696,4.611,5.334,0.2993,1.646,2.548,3.2,3.562,3.7,3.654,3.484,3.335,3.194,3.191,3.223
"450","C3","A 3","NE-49301415 ",0.7161,1.246,2.022,2.573,1.596,2.725,2.873,3.384,4.018,3.292,2.755,1.312,2.186,3.101,3.024,3.957,0.738,2.343,1.72,3.419,2.982,0.8228,2.553,1.666
"451","C3","A 3","NE-49301422 ",0.8804,1.137,2.127,2.616,2.223,1.749,2.65,2.621,3.967,3.966,3.149,1.429,2.835,3.493,2.111,1.992,2.438,1.269,0.8214,1.322,4.032,3.49,2.894,1.815
"452","C3","A 3","NE-49301556 ",0.3861,1.406,2.055,3.125,2.415,2.575,2.695,3.251,3.651,3.581,2.185,1.188,2.468,3.66,3.091,3.145,2.675,2.31,0.5919,1.498,0.907,1.791,2.757,3.62
"453","C3","A 3","NE-49301568 ",0.6713,1.321,2.174,2.672,2.13,2.412,3.614,3.826,3.905,1.679,1.804,2.305,4.055,3.816,3.494,2.66,1.758,1.31,2.049,2.274,2.027,1.008,1.357,2.707
"454","C4","A 1","NE-49301577 ",2.256,2.251,2.191,1.496,1.005,1.899,4.004,3.361,1.598,1.473,2.971,4.007,4.368,3.625,2.432,1.695,1.084,1.485,2.095,2.263,1.35,1.964,2.722,3.429
"455","C3","A 3","NE-49301600 ",0.4606,1.124,2.456,2.59,2.296,2.092,2.848,3.25,3.717,3.548,2.863,1.268,2.101,2.802,4.815,3.291,2.111,1.596,1.493,1.139,2.599,1.452,2.58,2.535
"456","C5","A 4","NE-49301610 ",0.7894,1.096,2.239,2.196,1.603,1.982,2.64,3.196,3.427,3.456,4.036,1.854,3.969,3.424,2.303,2.117,2.468,2.179,1.972,1.429,0.9841,1.187,2.423,4.058
"457","C5","A 4","NE-49301618 ",1.336,1.073,1.262,1.818,2.646,3.036,2.653,3.713,3.626,3.383,2.823,1.144,3.867,3.346,2.665,2.308,2.442,1.989,1.158,1.574,1.157,1.432,2.443,4.132
"458","C5","A 4","NE-49301620 ",2.016,1.724,1.136,0.8464,2.101,4.237,2.695,2.202,3.689,3.093,2.959,1.814,4.81,2.954,1.902,1.669,2.134,2.505,1.538,1.599,1.694,1.633,2.427,3.647
"459","C3","A 3","NE-49301624 ",0,0.9205,1.989,2.778,2.755,2.308,2.517,2.942,2.986,3.051,3.613,2.653,1.323,2.738,3.905,3.306,3.056,2.13,1.031,1.258,1.694,1.48,3.223,3.37
"460","C2","A 2","NE-49301628 ",1.335,0.5331,1.259,2.127,2.737,3.096,3.653,3.544,3.578,2.256,2.05,2.344,3.136,1.994,2.878,2.324,3.147,4.029,3.664,2.161,1.245,0.9442,1.259,1.733
"461","C5","A 4","NE-49301634 ",2.541,1.889,1.311,0.5317,1.482,2.902,2.366,2.052,2.761,3.328,3.132,4.218,4.075,3.905,2.836,2.358,2.263,2.054,1.689,1.627,1.116,1.135,2.008,3.448
"462","C4","A 1","NE-49301640 ",1.942,2.214,1.82,1.505,1.816,1.746,1.613,1.983,2.319,3.025,4.86,3.67,3.855,3.52,2.599,1.642,1.585,1.608,1.448,1.394,1.533,2.145,3.319,3.865
"463","C4","A 1","NE-49301657 ",3.058,2.215,2.283,2.007,0.7973,0.9578,1.773,2.129,2.402,3.002,4.19,3.699,4.093,3.96,2.748,2.277,2.252,2.262,1.659,1.635,1.091,1.117,2.059,3.36
"464","C5","A 3","NE-49301815 ",4.008,3.786,2.158,3.843,4.605,3.722,2.136,1.784,2.138,2.047,1.992,2.817,4.435,4.425,3.887,3.373,3.213,2.945,2.454,1.97,1.615,1.496,2.319,2.903
"465","C3","A 4","NE-49301818 ",3.343,2.636,3.796,3.039,2.536,1.338,1.639,3.01,2.986,1.976,4.899,3.839,3.737,3.777,4.101,4.095,3.645,2.727,1.666,1.539,1.537,2.044,2.932,3.237
"466","C3","A 3","NE-49301842 ",0.7666,1.397,2.041,2.267,2.7,2.473,2.563,3.253,3.882,3.757,2.526,0.8889,0.6991,1.792,2.101,2.238,2.835,1.764,2.033,3.05,3.846,3.862,3.177,1.116
"467","C2","A 1","NE-49302227 ",0.3565,1.623,2.49,3.119,3.508,3.726,3.719,3.602,3.409,3.231,3.096,3.157,0.3155,1.828,2.333,3.139,3.593,3.851,3.581,3.527,3.413,3.196,2.907,3.352
"468","C3","A 4","NE-49400075 ",2.683,1.501,3.332,1.52,1.502,2.502,3.264,3.074,3.696,4.511,3.873,3.578,4.346,3.962,3.912,2.764,2.392,2.608,2.288,1.113,1.635,2.879,3.156,3.981
"469","C5","A 3","NE-49400398 ",5.327,4.305,3.602,2.96,2.553,2.276,2.143,2.104,2.221,2.393,2.55,2.603,5.328,4.316,3.582,2.935,2.516,2.239,2.111,2.122,2.254,2.406,2.583,2.644
"470","C2","A 1","NE-49400409 ",1.57,2.12,3.299,2.573,3.04,3.673,3.44,4.139,3.61,4.203,2.303,1.067,1.704,3.442,4.446,3.036,3.313,3.118,2.785,3.488,3.607,3.493,1.715,0.89
"471","C2","A 1","NE-49400424 ",2.722,1.8,3.143,2.334,4.635,4.449,3.754,2.646,2.427,3.137,2.788,1.201,2.528,2.475,3.984,2.87,4.802,4.212,2.782,1.284,2.604,3.212,2.467,1.817
"472","C3","A 1","NE-49400428 ",2.192,2.184,2.17,2.238,2.346,2.446,2.429,2.284,3.235,4.507,3.341,0.2006,4.257,4.345,3.443,1.586,2.311,2.26,2.462,1.621,1.867,1.82,1.591,2.008
"473","C2","A 3","NE-49400438 ",1.357,1.56,2.864,2.927,2.764,3.717,3.766,3.526,3.333,3.507,1.931,0.8768,1.961,2.804,4.058,4.213,3.736,3.201,2.974,2.128,1.788,2.601,1.362,1.301
"474","C3","A 4","NE-49400826 ",2.667,1.892,1.691,2.65,3.517,4.156,4.475,4.191,3.434,2.292,1.754,2.318,4.177,4.218,4.77,2.873,1.324,2.511,2.618,2.615,3.043,2.094,2.107,2.686
"475","C3","A 4","NE-49400828 ",2.142,1.961,2.352,1.84,3.014,4.497,4.515,4.159,3.452,2.719,2.311,2.073,4.113,2.235,4.517,3.469,3.15,2.566,2.082,1.919,1.941,1.742,2.958,4.344
"476","C2","A 1","NE-49401019 ",0.2705,1.876,2.547,3.157,3.571,3.832,3.777,3.603,3.372,3.093,2.991,2.948,0.3732,1.599,2.49,3.13,3.555,3.73,3.712,3.593,3.406,3.205,3.123,3.121
"477","C5","A 3","NE-49500136 ",5.606,4.001,3.078,2.37,2.014,2.11,2.233,2.422,2.689,2.726,2.9,2.888,5.449,4.187,3.189,2.45,2.109,2.085,2.179,2.293,2.393,2.628,2.941,3.134
"478","C5","A 3","NE-49500141 ",2.895,3.865,4.457,4.038,3.011,2.189,1.574,2.253,4.177,2.783,1.838,1.958,4.467,4.659,3.836,2.768,2.366,2.976,2.346,1.385,1.942,2.19,3.37,2.733
"479","C3","A 4","NE-49500145 ",2.496,1.869,4.02,2.534,2.858,1.666,3.5,5.19,3.102,1.823,2.835,3.143,5.513,4.181,3.238,2.562,2.212,2.1,2.126,2.298,2.516,2.632,2.798,2.861
"480","C4","A 1","NE-49500304 ",1.932,1.334,1.285,4.49,1.293,1.904,2.114,2.388,2.389,2.454,3.141,3.791,4.13,3.533,2.814,2.066,1.768,1.99,1.602,1.382,1.202,1.724,2.381,3.921
"481","C3","A 4","NE-49500340 ",0.3451,1.668,2.573,3.202,3.578,3.812,3.777,3.537,3.307,3.226,3.008,3.003,5.5,4.187,3.27,2.614,2.268,2.095,2.09,2.252,2.492,2.654,2.776,2.839
"482","C2","A 1","NE-49500343 ",2.417,1.87,2.393,2.81,4.143,4.244,3.549,3.956,3.992,2.088,2.129,1.446,2.953,1.599,3.159,3.343,3.757,3.689,3.587,4.273,3.663,2.001,1.683,1.331
"483","C2","A 1","NE-49500612 ",1.997,1.92,3.784,3.787,3.898,3.785,4.289,3.473,2.446,1.451,2.262,1.945,2.408,2.478,3.367,3.494,4.562,4.046,3.913,3.014,2.649,1.141,2.148,1.816
"484","C2","A 1","NE-49500617 ",1.811,1.947,2.736,3.389,4.412,4.926,2.587,3.596,2.939,2.443,2.485,1.764,1.714,1.937,2.831,3.603,4.1,3.635,2.816,3.071,3.637,4.35,2.165,1.177
"485","C2","A 1","NE-49500621 ",1.367,2.233,2.942,3.381,4.028,4.545,4.188,3.479,2.512,2.141,2.228,1.991,1.676,2.619,3.771,2.997,4.465,4.494,3.631,3.025,2.496,1.532,2.216,2.115
"486","C2","A 2","NE-49500633 ",1.609,1.251,0.899,0.9786,1.862,2.543,3.094,3.218,3.453,3.607,3.145,2.853,3.858,1.302,2.073,3.095,4.063,2.446,2.572,1.901,1.531,1.837,0.799,3.036
"487","C5","A 4","NE-49500641 ",1.914,1.457,0.8598,0.7745,1.698,2.564,3.159,3.41,3.484,3.395,3.106,2.69,3.448,3.603,3.396,2.856,2.006,1.215,1.404,1.415,1.324,1.66,2.36,3.826
"488","C2","A 2","NE-49500662 ",1.124,1.167,1.398,2.098,3.221,3.162,3.954,3.654,3.092,2.166,1.976,1.501,2.723,1.515,1.16,2.618,4.751,2.525,3.313,2.503,2.002,2.024,1.041,2.337
"489","C3","A 4","NE-49500668 ",2.11,2.065,4.603,2.022,4.216,4.357,2.46,2.532,3.293,3.12,1.662,2.596,4.61,4.131,3.032,2.371,2.385,2.057,1.701,1.81,2.443,2.655,3.525,4.316
"490","C3","A 4","NE-49500670 ",1.883,1.822,3.152,2.785,3.977,4.517,4.145,3.793,2.852,2.397,2.153,1.56,4.591,3.792,3.616,2.75,3.45,2.537,1.442,1.592,2.217,1.928,3.201,3.921
"491","C3","A 4","NE-49500699 ",2.689,2.641,2.163,0.8318,1.907,4.457,3.947,3.285,3.9,3.499,3.026,2.691,3.973,3.792,3.53,2.844,2.738,2.086,1.855,2.032,2.178,1.993,2.93,5.086
"492","C3","A 4","NE-49500851 ",3.244,3.088,2.202,0.7208,2.704,3.258,1.858,3.403,4.79,3.528,3.269,2.971,4.381,3.454,2.96,3.068,3.669,3.019,1.827,1.371,2.222,1.757,2.795,4.513
"493","C2","A 3","NE-49600010 ",2.459,2.285,1.738,1.229,1.8,3.515,3.964,4.264,3.939,2.554,1.975,2.409,2.912,2.658,4.013,4.456,4.017,2.243,2.346,2.192,1.597,1.645,1.485,2.563
"494","C2","A 3","NE-49600029 ",1.884,1.246,1.156,2.199,2.532,2.773,3.694,3.142,2.226,4.671,1.942,2.105,1.108,1.937,4.128,3.183,2.85,2.988,2.799,3.285,2.589,2.698,1.164,0.8433
"495","C2","A 3","NE-49600066 ",0.8811,1.104,2.036,1.548,3.12,3.542,3.451,2.813,3.564,3.572,2.044,1.896,1.199,0.657,2.538,2.751,4.793,2.7,2.437,2.434,2.756,2.061,2.256,2.99
"496","C2","A 3","NE-49600120 ",1.946,1.945,1.954,2.023,2.075,2.088,2.103,2.093,4.213,4.938,2.082,2.112,1.454,1.864,3.213,3.436,3.268,3.23,2.936,3.136,3.463,1.575,0.7512,1.245
"497","C4","A 2","NE-49600121 ",3.8,2.237,1.821,1.63,1.502,1.85,1.752,2.607,3.804,3.336,3.647,4.143,2.577,3.352,4.078,3.767,3.492,2.698,2.376,1.811,1.079,1.383,1.853,3.662
"498","C1","A 4","NE-49600122 ",4.843,1.777,1.694,1.441,2.041,3.057,2.284,2.879,2.287,2.548,3.986,3.293,1.366,1.158,2.879,1.605,3.017,2.677,2.352,2.534,2.521,4.221,4.17,3.629
"499","C1","A 4","NE-49600123 ",5.359,3.841,2.824,2.235,1.874,1.822,1.972,2.21,2.412,2.455,2.544,2.582,0,1.528,2.57,3.103,3.519,3.544,3.395,3.156,2.932,2.873,2.764,2.743
"500","C6","A 4","NE-49600138 ",2.344,2.48,2.456,2.86,3.188,3.386,3.426,3.247,2.827,2.169,1.189,0,1.906,0.9067,2.634,1.115,2.743,2.315,3.765,2.334,2.411,3.743,1.694,4.004
"501","C3","A 1","NE-49600139 ",2.836,1.519,1.352,0.8641,1.457,3.485,2.296,2.926,3.357,4.2,2.599,2.68,3.026,2.348,2.493,3.494,4.207,3.22,0.9693,2.543,0.7284,2.741,2.03,1.771
"502","C4","A 2","NE-49600142 ",3.236,2.448,1.279,1.66,1.03,2.533,2.504,3.45,4.573,3.264,3.195,2.957,3.963,2.709,3.811,4.039,3.774,2.408,1.636,1.757,2.464,1.839,1.183,2.546
"503","C2","A 3","NE-49600146 ",1.352,1.782,1.728,3.355,2.768,2.677,5.01,2.659,2.704,1.857,1.614,2.065,1.424,1.741,2.522,2.072,2.619,2.145,3.366,1.953,1.898,4.104,1.329,4.397
"504","C4","A 2","NE-49600151 ",2.301,2.388,2.499,2.29,2.141,2.076,2.06,2.036,2.049,2.051,2.079,5.601,2.987,4.252,3.512,2.167,2.663,2.753,2.767,2.642,2.391,0.9983,1.873,0.5677
"505","C3","A 1","NE-49600152 ",1.352,1.578,1.983,1.631,2.618,4.667,3.857,3.101,2.57,2.472,1.632,2.111,3.29,3.177,4.2,3.541,2.733,2.885,2.418,1.701,1.546,1.68,0.9218,1.48
"506","C2","A 3","NE-49600172 ",2.397,2.345,2.292,2.244,2.196,2.192,2.189,2.168,4.006,4.722,2.079,0.7408,2.255,1.995,4.096,4.72,3.014,2.269,2.417,1.802,1.746,2.069,1.502,1.686
"507","C3","A 1","NE-49600174 ",1.702,1.385,1.741,1.745,2.13,2.273,2.267,3.243,4.976,3.22,1.924,2.963,3.549,3.78,3.826,3.128,2.77,1.937,1.929,0.8787,1.272,1.997,1.583,2.921
"508","C4","A 2","NE-49600175 ",2.446,2.444,2.442,2.371,2.299,2.204,2.108,2.022,2.121,1.834,1.731,5.55,2.556,4.53,4.278,2.704,2.719,1.86,1.681,1.349,1.71,1.93,2.067,2.187
"509","C3","A 1","NE-49600184 ",1.444,1.074,1.396,3.298,3.927,2.503,2.748,4.151,2.952,1.839,1.763,2.476,3.347,3.589,3.834,3.546,3.054,0.7912,1.972,1.802,1.597,1.63,1.705,2.703
"510","C3","A 1","NE-49600185 ",2.811,1.975,0.9413,1.34,1.701,3.369,3.713,3.814,3.52,2.442,1.392,2.552,4.056,3.791,3.078,2.626,1.828,1.526,1.815,2.032,1.524,1.215,2.232,3.847
"511","C3","A 1","NE-49600187 ",1.68,1.767,1.848,1.747,1.969,2.992,4.376,4.358,3.065,1.928,1.897,1.944,4.081,4.065,3.237,2.129,1.733,2.255,1.62,1.611,1.507,1.488,2.288,3.557
"512","C2","A 1","NE-49700156 ",1.359,2.427,2.742,2.236,3.919,4.287,3.752,3.802,3.053,3.633,2.595,1.231,2.134,4.033,4.674,2.669,3.607,3.799,2.516,2.875,1.801,3.164,2.634,1.131
"513","C3","A 1","NE-49700224 ",2.239,2.239,2.238,2.23,2.231,2.242,2.262,2.29,2.317,5.532,2.369,1.381,2.918,1.824,2.133,1.49,1.591,1.857,2.068,2.132,2.269,2.622,3.671,4.996
"514","C1","A 4","NE-49700235 ",3.812,3.687,3.667,3.079,2.486,1.935,1.459,1.241,1.181,1.579,2.216,3.227,3.853,4.121,3.586,2.835,2.373,2.475,1.7,0.9761,1.106,2.029,2.197,2.32
"515","C3","A 1","NE-49700245 ",2.308,3.165,2.328,2.325,2.27,2.349,2.38,1.588,2.423,5.12,2.452,0.8633,2.341,4.149,3.694,2.814,1.871,2.14,1.853,1.405,0.8513,1.804,3.181,3.467
"516","C1","A 4","NE-49700246 ",2.457,5.451,2.385,2.336,2.536,2.249,2.211,2.235,2.195,2.174,2.154,1.186,3.681,3.266,3.544,2.719,2.576,2.522,1.277,0.8456,0.8412,2.129,2.882,3.288
"517","C2","A 3","NE-49700251 ",3.218,3.271,3.307,3.366,3.475,3.426,3.442,3.474,0,3.549,3.592,3.66,3.523,3.736,4.861,3.932,3.13,2.597,2.349,1.784,1.637,2.673,3.127,4.432
"518","C4","A 2","NE-49700322 ",2.418,2.07,3.023,2.388,1.895,2.084,2.602,2.55,1.578,2.3,1.369,5.296,4.003,3.711,3.035,1.899,1.901,2.098,1.511,0.9895,1.336,2.428,3.077,3.582
"519","C4","A 2","NE-49700382 ",2.453,2.455,2.457,2.389,2.316,2.227,2.134,1.984,1.969,1.87,1.772,5.546,3.881,3.477,3.039,1.851,1.947,2.434,1.435,0.8606,1.277,2.517,3.202,3.649
"520","C3","A 1","NE-49700386 ",1.574,1.732,1.73,2.329,2.886,3.34,3.652,3.677,3.461,2.824,1.848,0.519,2.656,4.38,3.771,3.025,2.812,2.625,1.372,0.9846,1.359,1.851,2.621,2.114
"521","C2","A 3","NE-49800049 ",1.554,2.372,2.806,2.898,1.99,2.732,3.74,4.029,3.391,2.135,1.034,0.8907,1.425,2.222,1.919,2.669,1.676,3.021,2.913,4.489,3.994,2.255,1.402,1.584
"522","C1","A 4","NE-49800075 ",3.416,1.789,2.085,1.154,3.225,1.82,2.535,2.743,1.58,2.102,4.861,2.261,3.346,4.118,3.476,2.268,2.22,4.058,1.751,1.862,1.812,1.443,1.704,1.512
"523","C3","A 1","NE-49800080 ",0.8693,1.55,1.976,2.481,2.726,2.839,2.074,3.79,4.145,3.357,2.577,1.188,2.137,4.735,3.365,2.104,1.75,2.637,0.5266,2.634,2.736,1.891,2.7,2.356
"524","C3","A 1","NE-49800092 ",0.7584,1.863,2.208,3.033,2.34,3.337,1.126,2.886,4.183,3.633,2.168,2.035,1.989,3.62,2.898,2.71,1.763,2.315,0.5304,2.546,4.152,3.466,1.497,2.086
"525","C4","A 2","NE-49800097 ",2.585,2.448,2.472,2.068,1.741,1.542,1.503,1.682,2.102,2.759,3.74,4.929,4.891,2.924,2.062,1.966,0.7006,1.609,2.119,2.407,2.453,2.556,2.771,3.113
"526","C2","A 3","NE-49800111 ",3.464,2.464,2.464,2.464,2.464,2.464,3.464,2.464,0.4643,2.464,3.464,0.4643,1.791,1.939,2.424,1.932,1.799,2.002,3.935,4.811,3.276,1.873,1.865,1.925
"527","C3","A 1","NE-49800212 ",1.624,1.695,1.75,1.86,1.965,3.679,2.028,3.678,4.406,3.321,1.808,1.757,4.733,2.412,1.294,1.452,0.8601,2.696,2.282,2.517,2.79,2.707,2.578,3.249
"528","C4","A 2","NE-49900003 ",2.979,4.476,4.037,3.185,2.571,2.128,1.878,1.703,1.679,1.653,1.735,1.547,3.906,4.674,3.271,2.498,1.947,2.078,1.474,1.776,1.614,1.681,2.063,2.588
"529","C3","A 1","NE-49900012 ",1.99,1.545,1.243,1.696,2.717,3.771,3.803,3.524,3.235,3.047,1.927,1.072,4.418,3.245,3.296,2.208,2.523,2.754,1.785,1.344,1.334,1.152,2.107,3.405
"530","C4","A 2","NE-49900017 ",3.643,4.214,3.363,2.637,2.39,1.736,1.929,1.549,1.158,1.087,3.011,2.853,3.724,3.848,3.216,2.416,1.845,1.583,1.528,1.811,1.506,1.226,3.178,3.69
"531","C3","A 1","NE-49900028 ",2.687,1.88,0.9358,0.8514,1.871,2.739,4.55,2.793,3.155,2.416,2.932,2.76,3.223,3.507,2.966,2.274,1.944,1.695,1.418,1.472,1.605,1.535,3.989,3.942
"532","C3","A 1","NE-49900029 ",2.887,2.032,0.7972,0.6159,2.049,2.506,3.768,2.741,3.428,2.191,2.996,3.56,3.239,3.514,3,2.341,1.98,1.723,1.421,1.461,1.614,1.418,3.983,3.876
"533","C3","A 1","NE-49900032 ",1.697,1.165,1.138,1.846,3.125,3.614,3.899,3.65,2.582,3.189,1.942,1.724,3.326,3.695,2.78,2.057,2.263,2.355,1.217,2.024,1.225,1.147,4.009,3.473
"534","C3","A 1","NE-49900177 ",1.589,1.979,1.049,1.582,2.625,3.736,3.925,3.068,3.579,3.145,1.763,1.529,3.672,3.964,2.742,3.111,3.255,1.915,1.985,1.393,1.213,1.069,1.945,3.308
"535","C3","A 3","NE-49900178 ",2.06,3.232,3.602,3.14,2.353,2.901,1.626,2.617,2.405,3.965,0.8303,0.839,3.513,4.266,3.972,2.957,1.963,2.051,1.232,1.616,1.546,2.152,1.738,2.566
"536","C3","A 1","NE-49900188 ",2.045,2.532,1.102,1.333,2.746,3.869,3.323,2.584,4.394,1.868,1.63,2.145,3.741,3.87,2.833,2.785,3.036,2.54,1.701,1.228,1.077,1.186,2.1,3.476
"537","C3","A 1","NE-49900204 ",1.348,1.267,1.45,1.627,2.085,2.986,3.485,3.301,4.093,3.567,2.627,1.733,3.747,3.072,2.44,1.72,1.67,2.343,1.759,1.721,1.751,1.512,3.18,4.657
"538","C3","A 1","NE-49905060 ",2.221,2.187,2.152,1.175,2.135,5.377,2.684,2.09,2.519,2.719,2.337,1.972,4.551,3.456,3.204,2.484,1.964,1.579,1.977,1.333,1.662,1.433,2.541,3.387
"539","C4","A 2","NE-49905104 ",4.944,2.725,1.977,1.798,1.583,2.703,3.362,2.102,1.942,1.152,2.272,3.012,3.834,3.972,3.498,2.628,1.705,1.59,1.101,1.597,1.747,1.862,2.623,3.414
"540","C4","A 2","NE-49905119 ",4.533,3.31,2.256,1.968,2.269,2.056,2.027,2.221,1.309,0.9983,2.9,3.724,3.696,3.807,3.392,2.619,1.738,1.52,1.524,1.88,1.472,1.236,3.108,3.579
"541","C3","A 1","NW-1094    1",1.638,1.637,2.215,2.682,2.354,3.497,3.85,4.337,4.026,3.634,2.234,1.671,4.412,4.308,2.922,2.118,3.193,2.187,3.107,2.305,1.745,1.382,2.173,3.924
"542","C2","A 2","NW-1098    1",1.633,1.989,2.535,1.846,2.32,3.015,3.884,4.194,4.763,2.975,1.962,2.66,3.037,2.77,2.558,2.474,3.135,3.337,4.14,4.768,2.659,1.21,1.432,2.256
"543","C3","A 1","NW-2918    1",2.648,2.545,2.943,2.579,1.407,1.603,2.477,1.919,3.576,4.815,4.154,3.108,4.286,4.95,3.402,2.011,1.597,1.74,2.244,2.733,2.342,2.595,3.013,2.861
"544","C3","A 1","NW-2927    1",1.715,1.431,2.137,2.525,2.557,3.729,3.997,3.713,4.347,3.485,1.668,2.472,4.281,4.591,2.849,2.256,2.308,2.154,2.021,1.488,1.995,3.169,4.026,2.636
"545","C3","A 1","NW-3113    1",3.136,2.019,1.383,1.074,2.475,4.157,4.223,3.573,3.443,2.317,2.932,3.044,4.215,4.337,3.449,2.619,1.893,1.879,1.251,1.934,2.426,2.765,3.167,3.842
"546","C3","A 1","NW-3218    1",2.938,0.7198,1.534,2.505,2.835,3.741,3.48,4.276,3.818,2.989,2.196,2.744,3.277,5.267,2.9,2.42,2.923,1.66,2.22,2.204,1.857,2.265,3.963,2.819
"547","C2","A 2","NW-88000589 ",0.3268,1.775,3.258,3.484,3.122,3.014,3.598,3.872,3.587,3.13,2.357,2.253,0.1138,2.566,3.826,4.017,3.479,3.257,2.463,2.93,3.245,2.858,2.39,2.629
"548","C3","A 1","NW-88000594 ",2.225,1.414,1.482,1.743,1.98,3.356,4.152,3.862,3.509,3.855,3.389,2.808,4.84,4.045,3.352,2.885,3.188,3.043,1.446,2.143,2.733,1.91,1.498,2.693
"549","C2","A 2","NW-88000597 ",1.384,1.381,2.214,2.923,3.565,4.06,4.356,3.85,3.044,2.631,2.385,1.981,2.789,3.025,2.544,2.837,3.7,4.032,4.319,3.494,2.547,2.13,1.209,1.149
